Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
1483,AT-2017-310389,23/07/2025,27/07/2025,Standard Class,AT-10006,Lea Winkler,Corporate,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,FUR-BO-47398881,Furniture,Bookcases,Vorarlberg Oak Bookcase,1219.41
1484,AT-2024-898013,21/10/2025,27/10/2025,Standard Class,AT-10006,Lea Winkler,Consumer,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,FUR-CH-77817042,Furniture,Chairs,Alpine Comfort Chair,1770.89
1485,AT-2019-357291,12/12/2025,14/12/2025,Standard Class,AT-10002,Sophie Gruber,Consumer,Austria,Bezau,Vorarlberg,6870,Vorarlberg,OFF-ST-38729086,Office Supplies,Storage,Vorarlberg Storage Box,1761.96
1486,AT-2020-113538,06/03/2025,12/03/2025,Standard Class,AT-10009,Felix Berger,Home Office,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,OFF-AR-21473624,Office Supplies,Art,Montafon Art Set,953.0
1487,AT-2019-491225,20/12/2025,25/12/2025,Same Day,AT-10006,Lea Winkler,Corporate,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-LA-73960438,Technology,Laptops,MontafonBook Pro,195.18
1488,AT-2015-628472,04/05/2025,06/05/2025,First Class,AT-10006,Lea Winkler,Consumer,Austria,Sulz,Vorarlberg,6832,Vorarlberg,OFF-AP-91420606,Office Supplies,Appliances,Vorarlberg Desk Lamp,1633.5
1489,AT-2016-155426,19/11/2025,24/11/2025,First Class,AT-10007,Paul Steiner,Consumer,Austria,Schruns,Vorarlberg,6780,Vorarlberg,FUR-CH-18832610,Furniture,Chairs,Alpine Comfort Chair,101.45
1490,AT-2023-205704,05/06/2025,07/06/2025,Same Day,AT-10006,Lea Winkler,Corporate,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,OFF-AR-83673697,Office Supplies,Art,Montafon Art Set,627.32
1491,AT-2016-547058,27/12/2025,03/01/2026,Second Class,AT-10000,Anna Müller,Corporate,Austria,Schruns,Vorarlberg,6780,Vorarlberg,TEC-PH-56697913,Technology,Phones,AlpenPhone X1,1688.21
1492,AT-2020-224367,19/03/2025,21/03/2025,Second Class,AT-10003,Maximilian Bauer,Home Office,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,OFF-LA-77141054,Office Supplies,Labels,Austrian Address Labels,569.56
1493,AT-2019-312757,17/03/2025,20/03/2025,Second Class,AT-10006,Lea Winkler,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-LA-24978175,Technology,Laptops,MontafonBook Pro,1543.68
1494,AT-2024-804323,21/02/2025,26/02/2025,Standard Class,AT-10008,Mia Fuchs,Corporate,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,OFF-AR-46785914,Office Supplies,Art,Montafon Art Set,403.02
1495,AT-2018-455714,21/04/2025,26/04/2025,Standard Class,AT-10000,Anna Müller,Home Office,Austria,Gais,Vorarlberg,6861,Vorarlberg,FUR-BO-26207941,Furniture,Bookcases,Vorarlberg Oak Bookcase,424.49
1496,AT-2021-433480,24/05/2025,30/05/2025,Standard Class,AT-10002,Sophie Gruber,Consumer,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,OFF-ST-73422765,Office Supplies,Storage,Vorarlberg Storage Box,1690.4
1497,AT-2015-700634,20/05/2025,26/05/2025,Same Day,AT-10009,Felix Berger,Home Office,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,TEC-TA-47418330,Technology,Tablets,Bodensee Tab,720.06
1498,AT-2020-828356,15/01/2025,22/01/2025,Standard Class,AT-10009,Felix Berger,Home Office,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,TEC-LA-83401488,Technology,Laptops,MontafonBook Pro,360.06
1499,AT-2018-737121,13/06/2025,16/06/2025,First Class,AT-10005,Jonas Mayer,Corporate,Austria,Bürserberg,Vorarlberg,6707,Vorarlberg,OFF-AP-72622354,Office Supplies,Appliances,Vorarlberg Desk Lamp,1165.86
1500,AT-2018-891380,02/04/2025,07/04/2025,Second Class,AT-10004,Laura Huber,Consumer,Austria,Dornbirn,Vorarlberg,6850,Vorarlberg,OFF-LA-44268286,Office Supplies,Labels,Austrian Address Labels,420.33
1501,AT-2023-877841,02/10/2025,08/10/2025,Same Day,AT-10004,Laura Huber,Home Office,Austria,Gais,Vorarlberg,6861,Vorarlberg,FUR-CH-12637319,Furniture,Chairs,Alpine Comfort Chair,618.22
1502,AT-2022-406262,31/12/2025,05/01/2026,Same Day,AT-10002,Sophie Gruber,Corporate,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,OFF-AP-23318178,Office Supplies,Appliances,Vorarlberg Desk Lamp,261.34
1503,AT-2016-726957,07/02/2025,08/02/2025,Standard Class,AT-10004,Laura Huber,Corporate,Austria,Gais,Vorarlberg,6861,Vorarlberg,OFF-ST-98383609,Office Supplies,Storage,Vorarlberg Storage Box,1332.81
1504,AT-2023-268269,27/07/2025,28/07/2025,First Class,AT-10007,Paul Steiner,Consumer,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,OFF-BI-24973633,Office Supplies,Binders,BinderPro 2026,1860.66
1505,AT-2020-830720,10/07/2025,11/07/2025,First Class,AT-10008,Mia Fuchs,Corporate,Austria,Bezau,Vorarlberg,6870,Vorarlberg,TEC-LA-38165440,Technology,Laptops,MontafonBook Pro,1391.52
1506,AT-2021-422184,22/06/2025,27/06/2025,Second Class,AT-10007,Paul Steiner,Home Office,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,OFF-AR-67872666,Office Supplies,Art,Montafon Art Set,1426.26
1507,AT-2020-112568,02/07/2025,05/07/2025,First Class,AT-10001,Lukas Hofer,Home Office,Austria,Schruns,Vorarlberg,6780,Vorarlberg,OFF-PA-13461544,Office Supplies,Paper,Vorarlberg Copy Paper,1632.64
1508,AT-2024-169912,07/09/2025,10/09/2025,Same Day,AT-10007,Paul Steiner,Corporate,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,TEC-TA-67663842,Technology,Tablets,Bodensee Tab,280.32
1509,AT-2018-897536,21/01/2025,25/01/2025,Standard Class,AT-10005,Jonas Mayer,Home Office,Austria,Satteins,Vorarlberg,6822,Vorarlberg,TEC-LA-26591570,Technology,Laptops,MontafonBook Pro,1028.43
1510,AT-2023-274263,30/01/2025,04/02/2025,Same Day,AT-10003,Maximilian Bauer,Corporate,Austria,Koblach,Vorarlberg,6842,Vorarlberg,FUR-CH-12035502,Furniture,Chairs,Alpine Comfort Chair,1785.29
1511,AT-2019-727126,28/02/2025,04/03/2025,Second Class,AT-10008,Mia Fuchs,Home Office,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,OFF-BI-22444949,Office Supplies,Binders,BinderPro 2026,1091.58
1512,AT-2021-912027,20/12/2025,23/12/2025,Second Class,AT-10004,Laura Huber,Corporate,Austria,Götzis,Vorarlberg,6840,Vorarlberg,TEC-LA-91951957,Technology,Laptops,MontafonBook Pro,1139.91
1513,AT-2022-608331,20/06/2025,26/06/2025,Second Class,AT-10001,Lukas Hofer,Home Office,Austria,Bezau,Vorarlberg,6870,Vorarlberg,OFF-AP-96229264,Office Supplies,Appliances,Vorarlberg Desk Lamp,930.83
1514,AT-2025-737006,09/09/2025,11/09/2025,First Class,AT-10002,Sophie Gruber,Home Office,Austria,Altach,Vorarlberg,6844,Vorarlberg,OFF-AP-18969813,Office Supplies,Appliances,Vorarlberg Desk Lamp,641.67
1515,AT-2017-631038,05/05/2025,08/05/2025,Second Class,AT-10004,Laura Huber,Consumer,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,FUR-CH-51877063,Furniture,Chairs,Alpine Comfort Chair,1835.4
1516,AT-2022-664018,08/05/2025,09/05/2025,Same Day,AT-10008,Mia Fuchs,Corporate,Austria,Bürserberg,Vorarlberg,6707,Vorarlberg,FUR-CH-50053699,Furniture,Chairs,Alpine Comfort Chair,332.81
1517,AT-2016-884954,13/05/2025,15/05/2025,First Class,AT-10006,Lea Winkler,Corporate,Austria,Bürs,Vorarlberg,6706,Vorarlberg,OFF-ST-39215697,Office Supplies,Storage,Vorarlberg Storage Box,359.47
1518,AT-2025-171866,27/10/2025,02/11/2025,First Class,AT-10005,Jonas Mayer,Home Office,Austria,Sulz,Vorarlberg,6832,Vorarlberg,OFF-AR-35675078,Office Supplies,Art,Montafon Art Set,1034.03
1519,AT-2021-119724,11/01/2025,14/01/2025,Second Class,AT-10004,Laura Huber,Corporate,Austria,Bludenz,Vorarlberg,6700,Vorarlberg,OFF-PA-62871981,Office Supplies,Paper,Vorarlberg Copy Paper,14.93
1520,AT-2023-751847,07/04/2025,08/04/2025,Standard Class,AT-10007,Paul Steiner,Corporate,Austria,Bregenz,Vorarlberg,6900,Vorarlberg,OFF-AP-46073895,Office Supplies,Appliances,Vorarlberg Desk Lamp,366.78
1521,AT-2025-571278,23/11/2025,24/11/2025,Standard Class,AT-10006,Lea Winkler,Home Office,Austria,Egg,Vorarlberg,6863,Vorarlberg,TEC-TA-64500127,Technology,Tablets,Bodensee Tab,488.58
1522,AT-2022-942842,31/01/2025,03/02/2025,First Class,AT-10004,Laura Huber,Home Office,Austria,Bezau,Vorarlberg,6870,Vorarlberg,FUR-CH-25435080,Furniture,Chairs,Alpine Comfort Chair,257.03
1523,AT-2020-945733,10/11/2025,11/11/2025,Second Class,AT-10005,Jonas Mayer,Corporate,Austria,Bezau,Vorarlberg,6870,Vorarlberg,TEC-TA-75655063,Technology,Tablets,Bodensee Tab,1287.85
1524,AT-2017-343261,12/01/2025,19/01/2025,Second Class,AT-10001,Lukas Hofer,Home Office,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,OFF-BI-69656741,Office Supplies,Binders,BinderPro 2026,1089.21
1525,AT-2022-501503,12/08/2025,13/08/2025,Second Class,AT-10005,Jonas Mayer,Corporate,Austria,Egg,Vorarlberg,6863,Vorarlberg,OFF-AR-19009480,Office Supplies,Art,Montafon Art Set,655.7
1526,AT-2018-762014,09/11/2025,10/11/2025,Second Class,AT-10007,Paul Steiner,Consumer,Austria,Vandans,Vorarlberg,6773,Vorarlberg,FUR-BO-51219037,Furniture,Bookcases,Vorarlberg Oak Bookcase,1555.38
1527,AT-2015-539860,19/10/2025,20/10/2025,Second Class,AT-10001,Lukas Hofer,Corporate,Austria,Koblach,Vorarlberg,6842,Vorarlberg,FUR-TA-37130602,Furniture,Tables,Lake Constance Table,884.37
1528,AT-2015-584914,13/01/2025,17/01/2025,Same Day,AT-10006,Lea Winkler,Corporate,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,OFF-PA-14557150,Office Supplies,Paper,Vorarlberg Copy Paper,1573.34
1529,AT-2024-327707,12/10/2025,16/10/2025,First Class,AT-10000,Anna Müller,Corporate,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,TEC-TA-36161156,Technology,Tablets,Bodensee Tab,1176.0
1530,AT-2024-569724,10/02/2025,13/02/2025,First Class,AT-10008,Mia Fuchs,Consumer,Austria,Götzis,Vorarlberg,6840,Vorarlberg,TEC-AC-63917704,Technology,Accessories,Bregenzer Mouse,1626.46
1531,AT-2022-645800,04/05/2025,07/05/2025,Standard Class,AT-10000,Anna Müller,Consumer,Austria,Koblach,Vorarlberg,6842,Vorarlberg,OFF-BI-51726196,Office Supplies,Binders,BinderPro 2026,1974.27
1532,AT-2018-294948,20/12/2025,24/12/2025,Standard Class,AT-10002,Sophie Gruber,Home Office,Austria,Bezau,Vorarlberg,6870,Vorarlberg,TEC-PH-24481278,Technology,Phones,AlpenPhone X1,26.04
1533,AT-2024-580037,12/09/2025,15/09/2025,Standard Class,AT-10004,Laura Huber,Home Office,Austria,Höchst,Vorarlberg,6973,Vorarlberg,OFF-PA-62902024,Office Supplies,Paper,Vorarlberg Copy Paper,1917.07
1534,AT-2020-922899,09/01/2025,11/01/2025,First Class,AT-10001,Lukas Hofer,Consumer,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,OFF-BI-87046717,Office Supplies,Binders,BinderPro 2026,822.31
1535,AT-2018-782061,06/11/2025,11/11/2025,Standard Class,AT-10000,Anna Müller,Corporate,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,FUR-CH-20288145,Furniture,Chairs,Alpine Comfort Chair,1418.06
1536,AT-2015-390532,13/04/2025,20/04/2025,Second Class,AT-10000,Anna Müller,Consumer,Austria,Hard,Vorarlberg,6971,Vorarlberg,OFF-AR-76829225,Office Supplies,Art,Montafon Art Set,1525.57
1537,AT-2025-472821,21/09/2025,24/09/2025,Second Class,AT-10006,Lea Winkler,Consumer,Austria,Lauterach,Vorarlberg,6923,Vorarlberg,FUR-CH-35498968,Furniture,Chairs,Alpine Comfort Chair,1012.27
1538,AT-2023-485429,19/10/2025,20/10/2025,Second Class,AT-10006,Lea Winkler,Home Office,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,OFF-PA-78947619,Office Supplies,Paper,Vorarlberg Copy Paper,1768.74
1539,AT-2025-317987,16/12/2025,23/12/2025,Same Day,AT-10001,Lukas Hofer,Consumer,Austria,Bregenz,Vorarlberg,6900,Vorarlberg,TEC-AC-45677954,Technology,Accessories,Bregenzer Mouse,680.43
1540,AT-2020-932355,03/01/2025,10/01/2025,Standard Class,AT-10007,Paul Steiner,Consumer,Austria,Götzis,Vorarlberg,6840,Vorarlberg,TEC-AC-95820107,Technology,Accessories,Bregenzer Mouse,833.62
1541,AT-2019-553645,19/05/2025,21/05/2025,Same Day,AT-10001,Lukas Hofer,Consumer,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,OFF-PA-67389066,Office Supplies,Paper,Vorarlberg Copy Paper,650.36
1542,AT-2017-858001,12/05/2025,19/05/2025,First Class,AT-10008,Mia Fuchs,Consumer,Austria,Tschagguns,Vorarlberg,6774,Vorarlberg,OFF-AP-74719744,Office Supplies,Appliances,Vorarlberg Desk Lamp,94.61
1543,AT-2016-891809,27/04/2025,30/04/2025,Same Day,AT-10004,Laura Huber,Consumer,Austria,Schruns,Vorarlberg,6780,Vorarlberg,FUR-BO-64591579,Furniture,Bookcases,Vorarlberg Oak Bookcase,184.82
1544,AT-2024-592421,28/11/2025,04/12/2025,Same Day,AT-10005,Jonas Mayer,Corporate,Austria,Tschagguns,Vorarlberg,6774,Vorarlberg,TEC-TA-21563661,Technology,Tablets,Bodensee Tab,762.73
1545,AT-2019-943354,19/09/2025,26/09/2025,Same Day,AT-10005,Jonas Mayer,Consumer,Austria,Lauterach,Vorarlberg,6923,Vorarlberg,TEC-PH-51196031,Technology,Phones,AlpenPhone X1,1809.48
1546,AT-2020-863702,09/09/2025,16/09/2025,Second Class,AT-10008,Mia Fuchs,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,FUR-TA-91960314,Furniture,Tables,Lake Constance Table,475.6
1547,AT-2021-430821,10/12/2025,16/12/2025,Standard Class,AT-10000,Anna Müller,Consumer,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,OFF-PA-92475566,Office Supplies,Paper,Vorarlberg Copy Paper,1367.19
1548,AT-2016-917353,06/05/2025,07/05/2025,First Class,AT-10003,Maximilian Bauer,Consumer,Austria,Hard,Vorarlberg,6971,Vorarlberg,TEC-LA-68375433,Technology,Laptops,MontafonBook Pro,324.48
1549,AT-2025-769535,01/07/2025,04/07/2025,First Class,AT-10000,Anna Müller,Corporate,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,OFF-LA-48288495,Office Supplies,Labels,Austrian Address Labels,209.41
1550,AT-2015-565631,22/10/2025,28/10/2025,Standard Class,AT-10002,Sophie Gruber,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,OFF-ST-63837791,Office Supplies,Storage,Vorarlberg Storage Box,1520.27
1551,AT-2023-187435,14/09/2025,16/09/2025,First Class,AT-10001,Lukas Hofer,Consumer,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,OFF-AP-81809821,Office Supplies,Appliances,Vorarlberg Desk Lamp,32.25
1552,AT-2020-120077,10/06/2025,11/06/2025,Second Class,AT-10001,Lukas Hofer,Home Office,Austria,Vandans,Vorarlberg,6773,Vorarlberg,FUR-TA-19543872,Furniture,Tables,Lake Constance Table,1978.22
1553,AT-2022-518145,09/03/2025,15/03/2025,Standard Class,AT-10001,Lukas Hofer,Consumer,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,FUR-CH-82085854,Furniture,Chairs,Alpine Comfort Chair,540.57
1554,AT-2016-176912,10/12/2025,13/12/2025,Second Class,AT-10004,Laura Huber,Corporate,Austria,Vandans,Vorarlberg,6773,Vorarlberg,TEC-LA-98514765,Technology,Laptops,MontafonBook Pro,390.5
1555,AT-2020-802553,24/02/2025,25/02/2025,First Class,AT-10004,Laura Huber,Consumer,Austria,Koblach,Vorarlberg,6842,Vorarlberg,TEC-AC-14561143,Technology,Accessories,Bregenzer Mouse,1073.08
1556,AT-2017-968498,17/10/2025,24/10/2025,Second Class,AT-10008,Mia Fuchs,Home Office,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,OFF-ST-64050348,Office Supplies,Storage,Vorarlberg Storage Box,1520.36
1557,AT-2016-882953,05/09/2025,06/09/2025,Same Day,AT-10006,Lea Winkler,Consumer,Austria,Sulz,Vorarlberg,6832,Vorarlberg,FUR-BO-40015934,Furniture,Bookcases,Vorarlberg Oak Bookcase,1921.04
1558,AT-2020-203981,12/03/2025,13/03/2025,Second Class,AT-10005,Jonas Mayer,Corporate,Austria,Vandans,Vorarlberg,6773,Vorarlberg,OFF-AR-25605432,Office Supplies,Art,Montafon Art Set,125.74
1559,AT-2025-679519,13/04/2025,17/04/2025,First Class,AT-10004,Laura Huber,Home Office,Austria,Sulz,Vorarlberg,6832,Vorarlberg,OFF-ST-72249616,Office Supplies,Storage,Vorarlberg Storage Box,1880.09
1560,AT-2023-623844,25/12/2025,31/12/2025,First Class,AT-10007,Paul Steiner,Consumer,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,OFF-AR-83356062,Office Supplies,Art,Montafon Art Set,803.12
1561,AT-2021-477502,22/10/2025,28/10/2025,Same Day,AT-10006,Lea Winkler,Consumer,Austria,Bürs,Vorarlberg,6706,Vorarlberg,FUR-CH-81565487,Furniture,Chairs,Alpine Comfort Chair,1672.91
1562,AT-2024-775768,13/11/2025,17/11/2025,Standard Class,AT-10002,Sophie Gruber,Consumer,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,FUR-BO-14202689,Furniture,Bookcases,Vorarlberg Oak Bookcase,1253.37
1563,AT-2021-817344,09/09/2025,10/09/2025,First Class,AT-10006,Lea Winkler,Corporate,Austria,Egg,Vorarlberg,6863,Vorarlberg,TEC-TA-26517485,Technology,Tablets,Bodensee Tab,1039.42
1564,AT-2017-767487,18/07/2025,19/07/2025,Second Class,AT-10001,Lukas Hofer,Home Office,Austria,Altach,Vorarlberg,6844,Vorarlberg,OFF-PA-52304254,Office Supplies,Paper,Vorarlberg Copy Paper,1112.96
1565,AT-2025-191698,17/05/2025,22/05/2025,Standard Class,AT-10003,Maximilian Bauer,Corporate,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,TEC-TA-92801278,Technology,Tablets,Bodensee Tab,1559.45
1566,AT-2020-883035,13/05/2025,20/05/2025,First Class,AT-10000,Anna Müller,Consumer,Austria,Götzis,Vorarlberg,6840,Vorarlberg,FUR-BO-32464788,Furniture,Bookcases,Vorarlberg Oak Bookcase,1620.34
1567,AT-2024-125990,11/10/2025,14/10/2025,Standard Class,AT-10009,Felix Berger,Consumer,Austria,Schruns,Vorarlberg,6780,Vorarlberg,FUR-TA-93219747,Furniture,Tables,Lake Constance Table,1450.16
1568,AT-2021-430588,12/05/2025,17/05/2025,Same Day,AT-10002,Sophie Gruber,Home Office,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,OFF-PA-27977696,Office Supplies,Paper,Vorarlberg Copy Paper,1080.46
1569,AT-2021-250157,08/02/2025,12/02/2025,First Class,AT-10002,Sophie Gruber,Home Office,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,OFF-PA-46798400,Office Supplies,Paper,Vorarlberg Copy Paper,992.67
1570,AT-2022-930252,17/02/2025,21/02/2025,First Class,AT-10007,Paul Steiner,Consumer,Austria,Hard,Vorarlberg,6971,Vorarlberg,TEC-PH-87419071,Technology,Phones,AlpenPhone X1,1032.03
1571,AT-2020-978779,14/02/2025,15/02/2025,Standard Class,AT-10008,Mia Fuchs,Home Office,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,TEC-AC-22264915,Technology,Accessories,Bregenzer Mouse,752.48
1572,AT-2016-129640,03/08/2025,06/08/2025,Standard Class,AT-10006,Lea Winkler,Home Office,Austria,Egg,Vorarlberg,6863,Vorarlberg,TEC-PH-82503707,Technology,Phones,AlpenPhone X1,1330.87
1573,AT-2015-733276,04/07/2025,05/07/2025,Standard Class,AT-10002,Sophie Gruber,Corporate,Austria,Egg,Vorarlberg,6863,Vorarlberg,OFF-BI-55159696,Office Supplies,Binders,BinderPro 2026,1318.11
1574,AT-2023-304539,01/01/2026,08/01/2026,Standard Class,AT-10004,Laura Huber,Home Office,Austria,Sulz,Vorarlberg,6832,Vorarlberg,TEC-TA-78129618,Technology,Tablets,Bodensee Tab,567.75
1575,AT-2019-877979,23/07/2025,25/07/2025,Standard Class,AT-10008,Mia Fuchs,Home Office,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,TEC-TA-99458509,Technology,Tablets,Bodensee Tab,181.36
1576,AT-2019-504366,12/04/2025,14/04/2025,Second Class,AT-10000,Anna Müller,Home Office,Austria,Tschagguns,Vorarlberg,6774,Vorarlberg,OFF-PA-88132235,Office Supplies,Paper,Vorarlberg Copy Paper,1221.42
1577,AT-2021-140887,08/05/2025,13/05/2025,Standard Class,AT-10008,Mia Fuchs,Consumer,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-TA-51509171,Technology,Tablets,Bodensee Tab,231.41
1578,AT-2024-840755,18/08/2025,21/08/2025,Second Class,AT-10002,Sophie Gruber,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,FUR-BO-44489946,Furniture,Bookcases,Vorarlberg Oak Bookcase,81.38
1579,AT-2017-853392,02/06/2025,03/06/2025,First Class,AT-10006,Lea Winkler,Corporate,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,FUR-TA-36574257,Furniture,Tables,Lake Constance Table,1372.77
1580,AT-2022-392938,09/08/2025,11/08/2025,Standard Class,AT-10006,Lea Winkler,Consumer,Austria,Dornbirn,Vorarlberg,6850,Vorarlberg,OFF-ST-28446975,Office Supplies,Storage,Vorarlberg Storage Box,907.99
1581,AT-2020-761600,03/05/2025,04/05/2025,Standard Class,AT-10002,Sophie Gruber,Consumer,Austria,Bezau,Vorarlberg,6870,Vorarlberg,OFF-LA-28127144,Office Supplies,Labels,Austrian Address Labels,1751.98
1582,AT-2017-507259,29/10/2025,05/11/2025,Second Class,AT-10000,Anna Müller,Home Office,Austria,Egg,Vorarlberg,6863,Vorarlberg,OFF-LA-72714320,Office Supplies,Labels,Austrian Address Labels,1491.83
1583,AT-2020-275358,30/06/2025,01/07/2025,Second Class,AT-10000,Anna Müller,Home Office,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,OFF-ST-15279475,Office Supplies,Storage,Vorarlberg Storage Box,804.65
1584,AT-2020-254746,07/04/2025,09/04/2025,First Class,AT-10007,Paul Steiner,Corporate,Austria,Götzis,Vorarlberg,6840,Vorarlberg,FUR-TA-70501916,Furniture,Tables,Lake Constance Table,734.25
1585,AT-2021-778913,04/01/2025,08/01/2025,Same Day,AT-10005,Jonas Mayer,Home Office,Austria,Höchst,Vorarlberg,6973,Vorarlberg,TEC-LA-12391455,Technology,Laptops,MontafonBook Pro,777.53
1586,AT-2018-816416,23/04/2025,30/04/2025,Same Day,AT-10006,Lea Winkler,Consumer,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-PH-58158290,Technology,Phones,AlpenPhone X1,644.34
1587,AT-2025-998534,28/12/2025,30/12/2025,First Class,AT-10005,Jonas Mayer,Consumer,Austria,Koblach,Vorarlberg,6842,Vorarlberg,OFF-AR-22368909,Office Supplies,Art,Montafon Art Set,1133.84
1588,AT-2025-661745,10/10/2025,15/10/2025,Same Day,AT-10000,Anna Müller,Corporate,Austria,Bezau,Vorarlberg,6870,Vorarlberg,TEC-PH-88556688,Technology,Phones,AlpenPhone X1,1174.74
1589,AT-2016-348512,25/02/2025,02/03/2025,Second Class,AT-10005,Jonas Mayer,Home Office,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,OFF-AR-18305326,Office Supplies,Art,Montafon Art Set,1995.52
1590,AT-2019-322059,01/08/2025,05/08/2025,First Class,AT-10007,Paul Steiner,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,OFF-PA-20541967,Office Supplies,Paper,Vorarlberg Copy Paper,1037.84
1591,AT-2017-175055,07/11/2025,09/11/2025,First Class,AT-10008,Mia Fuchs,Consumer,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,TEC-AC-59694103,Technology,Accessories,Bregenzer Mouse,91.57
1592,AT-2020-110881,07/02/2025,11/02/2025,Second Class,AT-10007,Paul Steiner,Corporate,Austria,Lauterach,Vorarlberg,6923,Vorarlberg,FUR-BO-44103579,Furniture,Bookcases,Vorarlberg Oak Bookcase,918.29
1593,AT-2020-294781,06/01/2025,13/01/2025,Standard Class,AT-10006,Lea Winkler,Home Office,Austria,Sulz,Vorarlberg,6832,Vorarlberg,OFF-AR-64710880,Office Supplies,Art,Montafon Art Set,720.98
1594,AT-2018-652500,26/07/2025,02/08/2025,First Class,AT-10001,Lukas Hofer,Corporate,Austria,Bürserberg,Vorarlberg,6707,Vorarlberg,TEC-TA-29814705,Technology,Tablets,Bodensee Tab,1722.61
1595,AT-2025-132766,18/11/2025,20/11/2025,Standard Class,AT-10003,Maximilian Bauer,Home Office,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,FUR-TA-53732222,Furniture,Tables,Lake Constance Table,1707.74
1596,AT-2019-807660,14/09/2025,18/09/2025,Same Day,AT-10007,Paul Steiner,Home Office,Austria,Bezau,Vorarlberg,6870,Vorarlberg,OFF-AR-42141888,Office Supplies,Art,Montafon Art Set,1070.33
1597,AT-2016-964438,12/05/2025,15/05/2025,First Class,AT-10004,Laura Huber,Corporate,Austria,Vandans,Vorarlberg,6773,Vorarlberg,OFF-AP-89955791,Office Supplies,Appliances,Vorarlberg Desk Lamp,44.07
1598,AT-2018-877684,01/01/2026,07/01/2026,Standard Class,AT-10005,Jonas Mayer,Consumer,Austria,Bezau,Vorarlberg,6870,Vorarlberg,FUR-TA-18746466,Furniture,Tables,Lake Constance Table,1508.96
1599,AT-2025-735683,21/10/2025,26/10/2025,First Class,AT-10009,Felix Berger,Home Office,Austria,Gais,Vorarlberg,6861,Vorarlberg,OFF-PA-10077683,Office Supplies,Paper,Vorarlberg Copy Paper,1525.92
1600,AT-2024-538630,07/06/2025,11/06/2025,Same Day,AT-10005,Jonas Mayer,Corporate,Austria,Satteins,Vorarlberg,6822,Vorarlberg,OFF-PA-53667621,Office Supplies,Paper,Vorarlberg Copy Paper,1479.98
1601,AT-2023-922843,16/08/2025,22/08/2025,First Class,AT-10001,Lukas Hofer,Consumer,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,OFF-PA-21285036,Office Supplies,Paper,Vorarlberg Copy Paper,469.69
1602,AT-2025-426420,08/03/2025,14/03/2025,First Class,AT-10005,Jonas Mayer,Corporate,Austria,Schruns,Vorarlberg,6780,Vorarlberg,TEC-AC-67719795,Technology,Accessories,Bregenzer Mouse,1807.36
